front_high,n,switch,overlap,gap_median,duration_median,front2_mass_median
False,281,0.38434163701067614,0.2313167259786477,2.818749999999909,1.3419417,0.6718656014675419
True,282,0.5709219858156028,0.3404255319148936,2.2572353999985353,1.32062955,0.6920361412925704
