name,sr,channels,duration_s,nclick,coda_dur_s,mean_ici_s,cv_ici,front2_mass,front_half_mass,first_last_ratio,amp_cv,amp_trend,amp_shape,amp_max_pos,audio_cluster,density_class,tempo_class,gap_string,collapsed_gap_string,fast_share,long_share,max_fast_run,anchor_count,begins_long,ends_fast,tdoa_ms,tdoa_iqr_ms,stereo_class
e5600414914e1ac7e8e1d6418e22c09b322cf9d4d104882a77c3fb57e36618d7,44100,1,1.1736961451247163,5,0.173469387755102,0.0433673469387755,0.2191974066791926,0.4175163398692809,0.4175163398692809,0.7445197289625998,0.0523445003367934,0.034768977518457,even,1.0,A06,canonical_5_6,very_fast,babb,bab,1.0,0.0,4,0,False,True,,,mono_or_unknown
e5a16803d4aa932f67f59065513b2e6cb4566d71a6c8db95f112f93d840b02c5,48000,2,1.3143958333333334,15,1.1273958333333334,0.0805282738095238,0.5996621178580325,0.083045366349441,0.4416520373279127,0.4044473090526246,0.6532121641741949,-0.0343947190838462,falling,0.07142857142857142,A15,long_11_16,very_fast,bbcdcaaaccdcbd,bcdcacdcbd,0.42857142857142855,0.0,3,3,False,False,0.0416666666666666,0.78125,center_mixed
e5b8e54a7d0ef4cc606b80b411b8b6c36f4d3bd64c2183416658e90f7a83e197,48000,2,1.7484166666666667,11,1.533125,0.1533125,0.6684330452789304,0.0425057752412012,0.5194048104362006,0.1642997823149282,0.5886083469665947,0.084743780516866,rising,0.8,A15,long_11_16,slow,aafcecddde,afcecde,0.2,0.3,2,6,False,False,0.4166666666666667,0.5937500000000001,R_mixed
e5bd359cee61fdc4d40b8e3581f487299ab890ca2b9fef698d8b85b9bc914750,48000,2,1.5387916666666666,35,1.4855625,0.0436930147058823,0.0279559867760302,0.0585216037696158,0.5018020671182353,1.034944949712938,0.1261774146409657,0.0020404626020475,even,0.35294117647058826,A17,dense_17plus,very_fast,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,b,1.0,0.0,34,0,False,True,0.0,0.0208333333333333,center_stable
e64253807e051150ca121cd66d5ee0bacef4859463b469ef485b79bab0961088,48000,2,2.167104166666667,6,1.7571458333333334,0.3514291666666667,0.683390850685756,0.6540198949527525,0.6540198949527525,11.255439161748455,0.3791358712779673,-0.149347894169769,falling,0.0,A09,canonical_5_6,very_slow,ffcfb,fcfb,0.2,0.6,1,3,True,True,-0.6875,0.234375,L_stable
e6546baa4dcb9248f2856c719b5e937943e04925979dfa65f66ed045bdd1dafa,44100,1,2.131904761904762,16,1.887097505668934,0.1258065003779289,0.5599380791948818,0.1381742589009985,0.5558572956345152,0.5837082642610136,0.7116294689073068,-0.0522879408871705,falling,0.8,A16,long_11_16,medium,beeccedadbbbeec,becedadbec,0.3333333333333333,0.3333333333333333,3,7,False,False,,,mono_or_unknown
e78b2a22b36551032bc4d80e25e4646008689d1873564751324327684843ea2c,44100,1,2.2366893424036283,15,1.8759183673469388,0.1339941690962099,0.5893676160943645,0.1214945363117686,0.5094768397640461,0.3864613677335938,0.6219389630967305,-0.0234924310009861,front_accented,0.14285714285714285,A15,long_11_16,medium,dccedbecbddccf,dcedbecbdcf,0.14285714285714285,0.21428571428571427,1,7,True,False,,,mono_or_unknown
e792b0f75179b5ad1f6f83135caa43575a557627fe67ffee497590d54208da0c,120000,2,1.4051,6,0.4050916666666666,0.0810183333333333,0.1119570954910913,0.4474707370759705,0.4474707370759705,1.0966853753964216,0.0870909347878038,0.0074582259350843,even,0.2,A06,canonical_5_6,very_fast,ccccc,c,0.0,0.0,0,0,False,False,0.0,0.0,center_stable
e799893f364ec1d47155ee8e18f57c158e141785b1a3aa862a2ffcab01895866,44100,1,1.6671201814058958,13,1.1530839002267572,0.0960903250188964,0.7349105829409588,0.1248942990305009,0.4791646181982656,0.403828342075391,0.5896112484497705,-0.0584348133705375,falling,0.0,A15,long_11_16,fast,adbecaccdeac,adbecacdeac,0.3333333333333333,0.16666666666666666,1,4,False,False,,,mono_or_unknown
e7aa23b9caee7f3cd3f3cbc7cf9592d4d712fc86d7a8f709f7afc0edf51065af,48000,2,1.5157083333333334,8,1.4087291666666668,0.2012470238095238,0.7892414003047729,0.0741359677013857,0.3478903858382998,1.0975813177428344,0.997823807019434,-0.330018411087761,falling,0.2857142857142857,A11,expanded_7_10,slow,bbfdfeb,bfdfeb,0.42857142857142855,0.42857142857142855,2,4,False,True,0.78125,0.9322916666666664,R_unstable
e7e1196ce5b68f108420dc82d3032cd327def533b8a277681acbb1413e3e2353,120000,2,2.1594166666666665,19,1.1594083333333334,0.064411574074074,0.5602461864699426,0.0695829050737085,0.3623831120758433,0.2028637455242942,0.0742721291033952,-0.0081606992574795,even,0.1111111111111111,A15,dense_17plus,very_fast,bbbbbbbbbbbbbbccde,bcde,0.7777777777777778,0.05555555555555555,14,2,False,False,-0.0083333333333333,0.0,center_stable
e86bd932bf31d6afe07f3aaeed7867e7c170da6f1b44e7a0c7c0552d7f118491,48000,2,1.821,8,1.6920833333333334,0.2417261904761904,0.703840512706317,0.2179881802511696,0.5155503570549127,0.91358235260425,0.2369912180431453,-0.0103286561952048,even,0.5714285714285714,A12,expanded_7_10,very_slow,faffbcf,fafbcf,0.2857142857142857,0.5714285714285714,1,4,True,False,-0.5,0.46875,L_mixed
e86c736ee6edf009610dde7b3c03a102d1c940b7a205cb60bdb139ab38da2290,48000,2,1.5337916666666669,3,1.1166458333333331,0.5583229166666667,0.7670478926831913,1.0,0.1164760536577174,0.1318312357461287,0.6369505950036638,-0.7629274188806797,falling,0.5,A02,sparse_0_4,very_slow,df,df,0.0,0.5,0,2,True,False,-0.1666666666666666,0.375,L_mixed
e93dae5ad4161b53dca1d20b17aec4b96d10d5e56b1713530fe501392721f4a6,48000,2,1.3221041666666666,6,1.0238541666666667,0.2047708333333333,0.7336005929242819,0.4935395258927663,0.4935395258927663,5.155809267798846,0.3356224616370402,0.0249454926399548,mixed,1.0,A11,canonical_5_6,slow,dfcfa,dfcfa,0.2,0.4,1,3,True,True,0.6354166666666667,0.4322916666666667,R_mixed
e95dffdf29b2a60ed98f67eaa5d7ca45c8e515456e443f0b9bbf6dd99f6b1836,44100,1,2.190181405895692,12,1.9292063492063487,0.1753823953823954,0.6724031617608354,0.1174334140435835,0.3518300853334587,0.1717294665533672,0.7303889815999269,0.1713382473430827,rising,0.8181818181818182,A15,long_11_16,slow,cdcdeabfeef,cdcdeabfef,0.18181818181818182,0.45454545454545453,2,7,False,False,,,mono_or_unknown
e9624504878ae85ec68877a62e5a7df6021f39af481840ce9bbc111dba318370,48000,2,1.3541875,5,0.8622916666666667,0.2155729166666666,0.678862640878901,0.2204638801642909,0.2204638801642909,0.3830703707279842,1.0477509802445204,-0.3525335454036165,falling,0.25,A03,canonical_5_6,very_slow,daef,daef,0.25,0.5,1,3,True,False,-0.1041666666666666,0.0208333333333333,center_stable
e97c8c549f32ad9daf00aa6574f8b642db5fbeac7c7955729c09244e0ddc5d8c,120000,2,1.8545,23,1.2911833333333331,0.0586901515151515,0.600436041707543,0.1643776380839282,0.4720863290779775,1.2332880995841642,1.2960597377725314,0.0540242913583679,rising,0.8181818181818182,A16,dense_17plus,very_fast,dbbbbbbabbbbbcbbcbbcad,dbabcbcbcad,0.7727272727272727,0.0,12,2,True,False,-0.025,0.0,center_stable
e992560b967fc0ae214d5a38ccc33099a51784fdf2ab649efa1d203bfcd949d7,120000,2,2.494933333333333,16,1.511925,0.100795,0.8557398823133869,0.3027652385755466,0.5283661557286242,2.197789952629596,0.3148787412957127,-0.0360396214744529,falling,0.0,A13,long_11_16,fast,fccdbcacbbccccd,fcdbcacbcd,0.26666666666666666,0.06666666666666667,2,3,True,False,-0.0083333333333333,0.0166666666666666,center_stable
ea0cf3e2cc5047b8e3d32e3e866a01ef7b9a79c0e5cbe381b70a55a84a0ed4ee,44100,1,1.135986394557823,9,1.0098639455782312,0.1262329931972789,0.6416657169215018,0.4172673178399012,0.497631076681262,1.5769963990532645,0.7059369296469251,-0.0552090412604105,falling,0.25,A12,expanded_7_10,medium,debabcec,debabcec,0.375,0.25,3,3,True,False,,,mono_or_unknown
eaa7aea5c350b385135031bde93c333d0fcb655e485b50498fc45265d04d89cc,48000,2,1.7842916666666666,11,1.5776666666666668,0.1577666666666666,0.8943864270637563,0.072813226283541,0.5887914641876189,1.3280521900914504,0.9357469725227352,-0.0646019496001901,falling,0.3,A14,long_11_16,slow,bbfbfceeab,bfbfceab,0.5,0.4,2,4,False,True,-0.1875,1.34375,L_unstable
ebf3b8cd335ac9a78fba25d7729474f5371e063116d18b3de0b9e4024ddc52fa,120000,2,1.7170583333333334,6,0.7171000000000001,0.14342,0.185854857206129,0.4660321665969412,0.4660321665969412,1.529454428222779,0.2812347279431189,0.1661020511979845,rising,1.0,A06,canonical_5_6,medium,ddddc,dc,0.0,0.0,0,4,True,False,-0.0166666666666666,0.0,center_stable
ec179e8c534f2ef5c4f94607ed86df2541ca109fe7043b21b97280bffb0ecbfe,44100,1,2.0765079365079364,16,1.9415646258503405,0.129437641723356,0.7137621255545066,0.2010441119792579,0.5038249068591383,0.7092063491864851,0.5375584032366614,0.0541302944706031,front_accented,0.2,A14,long_11_16,medium,afebacedebdcdeb,afebacedebdcdeb,0.3333333333333333,0.3333333333333333,2,8,False,True,,,mono_or_unknown
ec3a49e566e7c3144810a41676188d6de90ccae2d728df9255b43547ae1cb029,48000,2,1.3476875,14,1.3197291666666668,0.1015176282051282,0.9301393156835606,0.052757036639462,0.1683426208028793,0.0866645943422965,0.1497769110905033,0.0045122898475229,even,0.6153846153846154,A15,long_11_16,fast,abaabaddceccf,ababadcecf,0.46153846153846156,0.15384615384615385,6,4,False,False,0.6145833333333334,0.4427083333333333,R_mixed
ec6673e61897fc554760840b5b3f8dd859540ceafe780c384e3807ade184f497,120000,2,2.237658333333333,5,1.2376583333333333,0.3094145833333333,0.364223541988259,0.6819868165015925,0.6819868165015925,2.172434216081704,0.0415433095475213,-0.0235840137530732,even,0.25,A08,canonical_5_6,very_slow,ffee,fe,0.0,1.0,0,4,True,False,0.0083333333333333,0.0,center_stable
